Length,Ratings,Review,Relevant
lenten,ratingthree,"poor because on my tablet the screen does not tilt.
",info
lenthree,ratingfive,"more characters please.
",info
lenthirtyone,ratingthree,"it is a good game but it takes a lot of time to instal on my tab plz fix it t s very irritating to wait for such a long time
",info
lensix,ratingthree,"cannot tilt on my galaxy note.
",info
lenfourteen,ratingfour,"at kevel three there are lots of glithcing problems and it always force closes.
",info
lenfourteen,ratingthree,"i've reached over 500.000 lifetime coins, but the objective gold miner didn't unlock.
",info
lennine,ratingone,"it again n again say error downloading pls help.
",info
lenseventeen,ratingthree,"i love this game but when i download this to my phone it says package file invalid.
",info
lennine,ratingfour,"glitches in parts and not as responsive as railcrash
",info
lenthirteen,ratingthree,"great game until level 3, my galaxy s starts glitching up badly and freezes.
",info
lenseventeen,ratingfour,"because i'm playing on a tablet whenever i tap to jump it goose into google now.
",info
leneighteen,ratingfour,"will give 5 stars if the bug in the quest where in you need to have a 500, 000 lifetime coins.
",info
lentwentyfive,ratingfour,"my lifetime coins are over that mark but i still have the quest and doesn't make me do another quest in exchange of it.
",info
leneight,ratingthree,"i'm unable to magnetic power in attributes.
",info
lensix,ratingfive,"it keeps sending me 498 error messages.
",info
leneleven,ratingfour,"it still has a little lag, at least with my razr.
",info
lenthirty,ratingfour,"when i turn it glitches and flings me off the side or i land on the other side and i fall through the ground after it freezes for a second.
",info
lentwentyone,ratingfour,"and when i'm running it has the slightest 'jump' to it and with this game, that can ruin your run.
",info
leneighteen,ratingthree,"i would give more stars but toy can't adjust the sensitivity, witch is a big down fall.
",info
lenonehundred,seventeen,"ratingfive i rated this game a 5 because it is a cool and exciting game the only problem i'm having with this game is once i download it i can play it for as long as i want as long as i don't exit or close the game when i do close it i can't get it to open again it only takes me to the first screen the one that says imangi studios then it automaticatly takes me back to the previous screen i was on for example if i'm on the menu screen of my phone i go back to it can u please fix that or tell me what it could be
",info
leneleven,ratingthree,"its a great game but skips up on my samsung galaxy
",info
lenfourteen,ratingfive,"can u add new feature for submit score on internet for world wide users.
",info
lenfour,ratingfive,"game wont start now!
",info
lenfive,ratingone,"doesn't start please fix!
",info
lenfifteen,ratingfive,"why is the objective ""gold miner"" not responding even after i have already completed it?
",info
leneight,ratingfive,"i have issues with the save me option.
",info
leneleven,ratingfive,"i have 10 gems but still am able to resurrect only 4 times.
",info
lenthirteen,ratingfour,"just wish it didn't take up so much space on my phone
",info
lentwentysix,ratingfive,"but the previous update to restore coin doubles reset my stats and because of that i lost my coin purchases and gems they i previously had.
",info
lenfourteen,ratingone,"i will be happy to change to 5 stars when i am able to update.
",info
lenthirtysix,ratingfour,"i love these game and the only problem i've had is tht it usually lags and so it's hard to get a high score please fix and will rate 5 stars (sony ericsson expedia play)
",info
leneleven,ratingone,"i can't open temple run it force closes its self!
",info
lenfive,ratingone,"it constantly loses your gems.
",info
lentwelve,ratingone,"i bought a gem pack, used half and the rest just disappeared.
",info
lentwentysix,ratingone,"my game keeps jumping every time a turn with is messing me up not to mention i jump or turn and the game doesn't respond.
",info
lenthirtytwo,ratingone,"also i recently bought a coin package from the store and never received my product! this needs to be fixed i like this game but i didn't give you a $20 donation.
",info
lenseven,ratingfive,"cool game but it takes 2 long downloading
",info
lennine,ratingfour,"hard and exciting game, its so fun but lags.
",info
lentwenty,ratingfive,"the new temple run is awesome except i played for a while and know i can't jump please fix:-)
",info
lenthirteen,ratingtwo,"when it updated automatically on my phone, all of my progress was lost.
",info
lenthirtyfive,ratingthree,"the game is good but sometimes it will crash and freeze and then i have to remove the battery to turn it off because i can't do anything other than that it's great
",info
lennine,ratingtwo,"coins get reset after couple games/doesn't save
",info
lenseven,ratingfour,"gets crashing on my htc plz fix
",info
lenthirtysix,ratingfour,"overall way better except that on my phone after every run it resets the amount of coins i collect, don't know if this is intentional but would be better if it would reset every turn.
",info
lentwentyone,ratingfour,"my only real complaint is that it sometimes fcs after a really long run, and my progress doesn't get saved.
",info
lensix,ratingone,"dont work on htc desire uninstall
",info
lenten,ratingone,"spent my $10 3 hours ago and haven't received any coins
",info
lensix,ratingone,"won't open for samsung infuse !
",info
lenthirty,ratingone,"i would five stars however i loved this game so much that i bought a gem pack to enjoy the game better, five days later i still dont have them!
",info
lenseven,ratingthree,"game won't update on an achievement.
",info
leneight,ratingone,"goes to  first screen and then force closes
",info
leneleven,ratingfour,"however since last update the sensitivity of it has slowed down.
",info
lenseven,ratingfour,"also a glitch with 500k coins getting stuck.
",info
lennine,ratingfive,"amazing game it sometimes freezes but its really cool
",info
lenseven,ratingone,"it doesn't work for samsung infuse.
",info
lenfive,ratingone,"it crashes while loading game.
",info
lenten,ratingfive,"it wont even load to home  screen on the game.
",info
lenfour,ratingfour,"sometimes laggish for android
",info
leneleven,ratingone,"i want to play the game  but it force closes automatically
",info
lensixteen,ratingone,"worst game ever it doesn't even work it just freezes on the home screen page.
",info
lenseventeen,ratingfour,"only had small issues with game freezing my phone but after uninstall and reinstall it works fine
",info
lentwentyfive,ratingthree,"several times all of my coins went away for no reason, not sure if its a glitch or them trying to make you buy coins.
",info
lenfourteen,ratingone,"it opens up and stays on the same screen and freezes up my phone.
",info
leneight,ratingthree,"good game but controlling movements is not correct
",info
lenseven,ratingone,"doesn't work on my lg thrill.
",info
lenfive,ratingone,"forces closes as opening screene
",info
lenfifty,ratingone,"i can not get it to plat on my device (samsung infuse) when i install it and try to open it goes to the scree with the green i on it than vibrates once than twice and them closes out can someone help me and explain why its not working
",info
lentwentynine,ratingone,"not entirely happy, i love the game, best out there, but you save your coins, then you end up with nothing, i had like 7,000 then it just wiped it -.-
",info
lentwentyone,ratingone,"why do the coins continually disappear kept thinking we were accidentally buying things but they were just gone from our totals.
",info
lenseventeen,ratingone,"so i downloaded it on my at&t lg thrill but it wont let me open it
",info
lenthirteen,ratingthree,"it's an addictive game but lags too much even on low graphics.
",info
lenseven,ratingthree,"taking of power ups is quite difficult.
",info
lenseventeen,ratingthree,"while on turn the screen suddenly changes which makes eye uncomfortable so need to be more updated.
",info
lenthirteen,ratingtwo,"& when i die it freezes please fix besides that i love this game .
",info
lentwenty,ratingthree,"it lags a few times amd when i get in thr cart it wont tilt unless i tilt my phone
",info
leneight,ratingfour,"only thing i dont like is the cart.
",info
lensixteen,ratingfive,"only things missing are varied enviroments and maybe a story mode to give it some depth.
",info
lentwelve,ratingone,"its great unless i have to tilt my phone to get coins.
",info
lenfive,ratingone,"it wont move the character.
",info
lensix,ratingfive,"great game, needs tilt sensitivity though
",info
lensix,ratingone,"doesnt work on samsung galaxy player
",info
lentwelve,ratingone,"coins keep resetting so i cant play and accumulate to buy upgrades.
",info
leneighteen,ratingfive,"fun all the time on my i pad but it's not downloading to me cell sad day.
",info
lenten,ratingfive,"i hope in the future this game have new map :)
",info
lensixteen,ratingfive,"only probably is when someone calls or texts, it interrupts the game and i usually die.
",info
lennineteen,ratingone,"it froze up alot and then updated so i would've thought that the problem would have been fixed.
",info
lennineteen,ratingone,"i have the samsung rugby smart through at&t and this app is not compatible with my phone apparently
",info
lenthree,ratingfive,"downloads slow tho
",info
lenthirteen,ratingthree,"i have 523, 000 coins but the 500, 000 liferime coins objective isnt going away, please fix
",info
lenthree,ratingone,"coins lost error :(
",info
lenseventeen,ratingthree,"i'm past 500k but it's not giving the goal to me, otherwise i love this game!
",info
lenfifteen,ratingfive,"when i play the game, many times it is not responding with my finger movement.
",info
leneleven,ratingone,"fix it it lags and the guy jumps on his own
",info
lennineteen,ratingfour,"fun but sometimes when i swipe to turn it does not do it so it annoys me a bit.
",info
leneight,ratingfive,"this game take a long time to load
",info
lenseventeen,ratingfour,"would be 5 star however tilt action has quite a dramatic lag and can effect your gameplay potential.
",info
lenseven,ratingone,"game starts the shuts down on milestone
",info
lenten,ratingone,"but its really hard to buy upgrades and what not.
",info
leneighteen,ratingfour,"the only thing wrong is that the magnet power up and the coin power up do not work.
",info
lenthirtysix,ratingfour,"great game but when coming out of extreme boost if you are on a zip line you don't slow down you come of it at the same speed as if you were in extreme boost.
",info
lenseven,ratingone,"will not open, stays on imangi pic.
",info
lenfifteen,ratingfour,"amazing game only thing is on my phone it takes waaaaaaaay too long to load.
",info
leneight,ratingone,"still doesn't work on the original droid.
",info
lenfive,ratingone,"stays on the loading screen.
",info
lenfourteen,ratingtwo,"i have to basically tilt my phone sideways to get the cart to tilt.
",info
lennineteen,ratingtwo,"plus some parts of the mineshaft have not response time going around a corner and there is a fork.
",info
lenfourteen,ratingtwo,"now when i try to slide or jump it will not, and i die.
",info
lennineteen,ratingthree,"ive had to download 3 times because after about a week or so it wont open, force close doesnt work.
",info
leneighteen,ratingone,"i have obviously read in some rates and when veneer i first open the app, it force closes.
",info
lenthirtyseven,ratingfour,"if you press the home button while playing,or just leave the game itself,when you try to enter the game it won't load and automattically send you back to the home screen,exiting the app.
",info
lenthirteen,ratingthree,"the game is amazing yet the objectives of the game is kinda boring.
",info
lentwelve,ratingthree,"it throws me out of the game while it is starting up :(
",info
lenseventeen,ratingfour,"would love it if there were different levels & different parts of the temple as you get higher.
",info
lenseventeen,ratingfour,"great game but if possible please make it worth by double up the coin collected in game :-)
",info
lentwentyone,ratingone,"i downloaded temple run 2 and tried to play it but it just frose on the title and force its self close
",info
leneleven,ratingthree,"100k lifetime coins is stuck and the game has been really glitchy
",info
lentwelve,ratingone,"i bought coins for 4.99 hearsay and i've yet to receive them.
",info
lentwentyone,ratingthree,"good game but when i play it for about an hour on my tablet the game gets reset,pls fix it
",info
lentwelve,ratingfive,"nice for htc one v but sometimes it pause for no reason
",info
lenfive,ratingfour,"add feature of facebook integration.
",info
lennineteen,ratingtwo,"my stats show life time total coins over 500,000, however my objective of gold miner is still showing as incomplete.
",info
leneight,ratingone,"it forces close for galaxy s ! please fix !
",info
lentwentyfour,ratingfour,"i finished the 1000000  lifetime meters but it won't clear in say that i finished so i can move on to the next challenge
",info
lentwenty,ratingthree,"i loved the game until i got to the 500,000 lifetime coin achievement and it wouldn't give me the achievement.
",info
lenseven,ratingfive,"the power up don't last long
",info
lenseven,ratingfour,"sometimes after u cross 2500 m its glitchy
",info
lensixteen,ratingone,"tilting my phone isn't as responsive as the original horrible game stick to temple run 1
",info
lenthirteen,ratingfive,"could be better without the lag in between games causeing you to die.
",info
lennine,ratingfour,"its okay but on my ipod it lags badly
",info
lenten,ratingthree,"theirs a lot of lag for my version of the gs3
",info
leneight,ratingfour,"the sensitivity of the swipes is not good.
",info
lentwentynine,ratingfour,"there is a bug: once the player dies there is new save/skip option during which if i press a back key the game is stuck with no options.
",info
lensix,ratingfive,"best game ever but sometimes freezes
",info
leneleven,ratingone,"i had 141 gems and later found that i only have 41 remaining.
",info
lenseven,ratingone,"so i lost 100 gems with no reason.
",info
lensix,ratingone,"it slowed down blocking the screen.
",info
lensix,ratingone,"please bring back the last animation.
",info
lenthirtynine,ratingthree,"so far i think the game is pretty good but when an ability reaches 10000 coins to purchase the next level it just takes my coins, doesn't upgrade ability and comes up with a promt to purchase more coins.
",info
leneight,ratingthree,"i was expecting a more difficult mode tough.
",info
lenfourteen,ratingthree,"but i suddenly lost all my data, hours of play, and that's unnaceptable.
",info
lenten,ratingone,"sooooooo everything that i unlocked and all my achievements disappeared.
",info
lentwenty,ratingfour,"the game is good but i'm facing a small problem, the coins automatically becomes zero after i collect 1000+ coins.
",info
lenseventeen,ratingfour,"love it but for my phone it keeps freezing and unfreezing and it messes up the game.
",info
lennineteen,ratingtwo,"temple run two is okay, but it has a lag and its not as enjoyable as the first  one.
",info
lenthirtyseven,ratingthree,"its obviously better than any other games of its kind subway rail rush or d original temple run but my objectives are not working like i got to 5 lakh lifetime coins still the mission is not clearing.
",info
lenfourteen,ratingfive,"some issues with tilt response in the minecart,  but no major issues beyond that.
",info
lentwelve,ratingone,"after installing it wouldn't open so i have yet to play.
",info
lentwelve,ratingone,"after playing for 2 weeks game deleted my save and had to restart.
",info
lenten,ratingone,"i dunno how come the coins i collect always gone.
",info
lenfour,ratingfour,"ready laggy and such.
",info
lennineteen,ratingfour,"i ain't able to go to level 9 after achieving the only objective left that is 1 million lifetime coins.
",info
leneleven,ratingfive,"but i think the icons for boosts should be more detailed.
",info
leneight,ratingfive,"please fix the bug with 500k lifetime coins objective.
",info
leneight,ratingone,"why this game were stuck when i lose.
",info
lentwentyfive,ratingone,"i wish i could at least try the game since i loved the first one but unfortunately, it always force closes on my samsung infuse.
",info
lentwelve,ratingone,"it throws me out of the game while it is starting up :(
",info
lennine,ratingtwo,"but now its automatically going to pause the game.
",info
lenthirtyfive,ratingthree,"i was getting addicted to it then i stopped playing it to let my phone charge then when its all charged i go back to play it again and it won't even start up!
",info
lenfourteen,ratingone,"whenever i get to 3000 coins i have to start from scratch again, so irritating.
",info
lenfifteen,ratingfive,"bt the ony thing it lacks is the connection with frnds i.e facebook connect.
",info
lentwelve,ratingfive,"n while pausing the game v are unable to see the missions.
",info
lentwelve,ratingfive,"n while pausing the game v are unable to see the missions .
",info
lentwenty,ratingone,"i cant properly rate the game cause i am not even able to download it it just keeps saying error
",info
lentwelve,ratingfour,"the draw distance is very short, so things pop into frame frequently.
",info
lenfifteen,ratingfour,"i don't see why there isn't an option to increase the draw distance.
",info
lenseven,ratingthree,"its not run smooth on my phone.
",info
lenfourteen,ratingfour,"this is a great app lags a little bit other then that is fine
",info
lentwelve,ratingone,"it just shows the splash screen, then locks up, then stops working :(
",info
lentwentyfour,ratingone,"during game play if we run 50,000+ mtrs and we receives any incoming call the game restarts and we loses all the pts and score !
",info
lennineteen,ratingthree,"not as good  as temple run 1 3d stuff is very stiff please fix this issue otherwise its a nice game
",info
lentwentyfour,ratingone,"when i click to play the game it stays on the loading screen where that green thing is showing and then the app closes.
",info
lensixteen,ratingfour,"atleast, it's better than temple run and i wish that it could have more challenges.
",info
lenthirtythree,ratingone,"so my girlfriend wanted to play as the last chick so we bought the biggest coin pack over a day ago and never got any china, uninstalling, any game that rips you off.
",info
lensix,ratingfour,"i wish it had more challenges.
",info
lenfive,ratingone,"cant play after first trail
",info
lentwenty,ratingfour,"it's definitely a step up from the first one i wish there were more characters though but good game
",info
lenten,ratingfive,"there is a glitch in the opening imangi studios screen.
",info
lenthirteen,ratingfive,"it'll play noise like its going to play but then force closes.
",info
lenten,ratingone,"i downloaded this 3times and it still won't work help!
",info
lensixteen,ratingone,"whenever i try to open the game it says imangi studios and then it shuts down.
",info
lenthirteen,ratingone,"i got lot of coins after i play then it were all gone.
",info
lenthirteen,ratingfive,"level 9  is so challengeing theres a bug on collect 500 k  coins  plz fix
",info
leneight,ratingthree,"i can't change to slide while jumping .
",info
lenfifteen,ratingthree,"i frequently accidentally upgrade the abilities while i am scrolling upgrade page up or down.
",info
lenfortythree,ratingfive,"one of the best game i have ever played bt 1 issue, once u die u have 2 restart d game 4rm d begining, which is vry annoying, plz gv at least default 2 live saving chances so that the game can be continued 4rm the same level.
",info
lenthirtythree,ratingfive,"do you know this is the best game of my life and is more challenging but i notice the memory of this game is bigger than subway surfers but this game is cool!
",info
lenseventeen,ratingone,"i loved this game but ever since the last update it crashes a lot n it sucks!
",info
leneight,ratingone,"i can't download tr2 due to an error 498.
",info
lenthirty,ratingfour,"for some reason when i try to use the save me after i die it freezes closes then when i go back into it it says negative 1 gem possible idk
",info
lenthirtysix,ratingfour,"the thing i didn't like about this was that each tiime i went back on it it had started again as if i was a beginner so that's why i rate it four stars
",info
lennine,ratingfour,"lovely, but wld hv prefered if it had stages.
",info
lensixteen,ratingfour,"please fix the lag issue caused by the recent update (the one everyone is complaining about).
",info
leneleven,ratingfour,"show stats (points, distance run, coins, # of gems) on ""save me""
",info
leneighteen,ratingfive,"not downloading this awesome game is not downloading on my samsung galaxy tab it keeps displaying the error 498.
",info
lentwenty,ratingone,"everytime i open the app it goes to the imangi studios thing ""the first screen"" then closes the app completely.
",info
lentwelve,ratingone,"lags too much, should not be lagging on a dual core phone
",info
lenthirtyseven,ratingtwo,"once i heard the new temple run,x i got so exciting and i'm using my htc and when i bought the app, after that it started to freezr, can u fix this problem for me
",info
leneighteen,ratingone,"it does not work, well the game is running, but i cant swipe to make the player jump.
",info
lensix,ratingtwo,"character jumps sideways eventually falling down.
",info
lenten,ratingtwo,"sometimes it somehow jumps and misses the solid ground lol
",info
lennine,ratingtwo,"i love this game but it lags so much.
",info
lensixteen,ratingfive,"the way view slided below in tr1 seems better than the view from top in tr2 while sliding.
",info
leneleven,ratingfive,"my view gets blocked for  a short while in tr2 while sliding.
",info
lenforty,ratingtwo,"i bought 50k coins for 4.99 50,000 coin pack (temple run 2)us$4.99  i got a confirmation of thank you for my prchase but there areno coins showing on the applications.that's just not right.when do i expect to have my coins?!
",info
lennineteen,ratingtwo,"i've gotten over 15,000 coins but i haven't spent them and according to the game i only have 528.
",info
lenseventeen,ratingone,"i am two objectives away from finally getting lv9, however, the game has decided to stop counting score.
",info
lenthirteen,ratingone,"the 500k lifetime coins goal is complete but the status bar is stuck halfway.
",info
lenseventeen,ratingone,"the 1mil lifetime coins is also more than halfway done but still, its stuck at 3rd of the way  :(
",info
leneleven,ratingfour,"it is hangs slowly between the game in sony xperia tipo
",info
lenthirtyfive,ratingone,"it pops up likes it gonna work then goes bak to my home screen plz fix temple run was my fav game n i got it beat so id love to start playin temple run 2
",info
lenfourteen,ratingfour,"experienced some issues regarding finishing the objectives especially the one requiring to get 500,000 coins.
",info
lenfifteen,ratingfour,"i already have 600,000+ lifetime coins but still the objective is not yer cleared or finished.
",info
leneleven,ratingone,"it doesn't want to open it keeps closing right after.
",info
lenthirteen,ratingtwo,"would be brilliant if i could get it past the start-up screen.
",info
lentwelve,ratingfour,"also a bug in 500k coin objective does not go even after collecting.
",info
lenfive,ratingtwo,"lags on my samsung galaxy s3
",info
lennineteen,ratingone,"achievement says 500,000 lifetime coins and i am almost at 600,000 yet the achievement says i'm halfway through my objective!
",info
lenten,ratingtwo,"not a very great game as sensitivity is very poor
",info
lentwenty,ratingfour,"will not give 500000 coin achievement, it's stuck on the meter, and i have over 500000, but 1000000 is still going up.
",info
lenfourteen,ratingone,"this game is boring because it is to sensitive and its easy to die.
",info
leneight,ratingone,"my coins keep disappearing smh about to uninstall
",info
lenfourteen,ratingfour,"u can make more better to this game by adding some extra graphical views
",info
lennine,ratingfour,"in this game there should be some free coins
",info
lenthirteen,ratingone,"the objective gold miner stuck in the middle but i already reach 500k coins.
",info
lenfourteen,ratingone,"i have more than 500 thousand life time coins but the objective is still incomplete.
",info
lenthirteen,ratingfive,"but it sometimes stop in micromax smarty a25 and give challenging temple run in 3
",info
leneight,ratingtwo,"sadly, the game crashes instantly on my phone.
",info
lenthirteen,ratingfour,"needs a minor update because it lags a little in low budget phones
",info
lentwenty,ratingfive,"it's a ridiculous objective and the lack of other achievable objectives now leaves temple run 2 fully depriciated for me.
",info
lensix,ratingfive,"add more skill bases objectives developers.
",info
lenfourteen,ratingfive,"can u add new feature for submit score on internet for world wide users.
",info
lennine,ratingfour,"but when last played it the game kept reseting.
",info
lentwentysix,ratingthree,"if you have earned your magnet powerup and use it, but then collect a spawned magnet powerup it will not restart the count on the powerup.
",info
lennine,ratingthree,"the last update might have introduced a startup bug.
",info
lenfourteen,ratingthree,"right now on my nexus s, after the imangi  logo screen the app closes.
",info
lenthirteen,ratingfour,"they should add new worlds that could be unlocked in every new level.
",info
lenten,ratingthree,"it's abit laggy for temple run,  fix it please
",info
lentwelve,ratingone,"it throws me out of the game while it is starting up :(
",info
lentwentythree,ratingone,"this app will never open it sucks and no android that i hear of temple run 2 doesn't work so fix this app!
",info
lenten,ratingthree,"still not able to restore coin doubler on fresh install.
",info
lensixteen,ratingtwo,"i'm already at lvl8, unlocked all characters but still unable to unlock the coin magnet powerup.
",info
leneleven,ratingfive,"althought the difficulty level could have been a little bit better
",info
lenfive,ratingone,"coins are getting reduced automatically .
",info
lennine,ratingthree,"the battery stats show 90% usage just from this app.
",info
lennine,ratingtwo,"laggiest piece of crap game i have ever played.
",info
lensix,ratingone,"it doesn't slide it jumps.
",info
lensix,ratingone,"game won't even load now
",info
leneight,ratingthree,"great game but sensitivity could have been better
",info
leneleven,ratingthree,"a bit difficult and have not enough special power to run
",info
lensix,ratingfour,"good game, but can lag slightly.
",info
lenten,ratingfour,"also doesn't let you use power ups in succession.
",info
lenseven,ratingone,"not launching in my lg optimus black.
",info
lennine,ratingone,"imangi logo comes up & app closes after some time.
",info
lentwentyeight,ratingone,"i downloaded it and it worked for about a week or so, but then all of the sudden i would try to open it and it would crash.
",info
leneleven,ratingone,"i never played it, it always freezes on the opening credits!
",info
lenseven,ratingone,"doesn't load on my samsung infuse.
",info
lenseven,ratingone,"splash page shows up then it crashes.
",info
leneighteen,ratingfour,"game is very good but 500000 coin objective got stuck in between plz solve this problem in upcoming update
",info
lennineteen,ratingfour,"but objectives are too ridiculous like '1000000 lifetime metres' and game bre comes boring, i like having achieve able objectives!
",info
lentwelve,ratingfour,"sometimes the game stop for a moment and these moment i loss :(
",info
lensixteen,ratingtwo,"i just finished my objective for 500,000 lifetime coins but it won't go through plz fix
",info
lensix,ratingfive,"please fix the 500k coins objective bug.
",info
lensix,ratingfour,"some times it freezes randomly though.
",info
lensix,ratingone,"gem purchase doesnt work at all.
",info
lenthirteen,ratingone,"i have collected more than 500k coins but i can't complete that objective.
",info
lennineteen,ratingone,"i have a samsung infuse and it jus stays on the first screen and then jus closes it self.
",info
leneleven,ratingone,"loved the game until it wouldn't let me open it.
",info
lentwentytwo,ratingone,"it keeps freezing whenever i try to change settings and whenever i try to quit the game and go to the menu.
",info
