Review,Relevant
"work like our gorment of pakistan vrry slow app -5 stars for this
",1
"every time i attempt to open it, my phone freezes and restarts.
",1
"it seems like every update facebook gets, the slower it gets.
",1
"it couldn't load images.
",1
"from when i updated fb app is getting slow and it slow down my system also please release a new update that will over come all poof these
",1
"sucks to slow gets stuck all the time.
",1
"this app is effin slow!!!!!!
",1
"takes forever to load & even longer to log out if u don't want it annoying u every 5 min& constanly using ur data, battery etc. i switch off the data, as this is the only way to really kill it.
",1
"pictures do not load, at all.
",1
"can't view any pictures
",1
"i can't post status anymore it says they post but don't plz fix droid raza
",1
"voice messaging is not working on my galaxy3
",1
"but it takes time to load please do it in next update than i will rate 5 star
",1
"worst app ever continuously forces close do not install this junk!!!!
",1
"the pics on my newsfeed don't show up.
",1
"actually no pics show up at all.
",1
"i cannot post my own status in this app and also couldnt check in.i
",1
"comments disappear, pictures don't load and i can no longer edit or delete comments.
",1
"now i can't open any links from my phone.
",1
"lags constantly, news feed loads so terribly slow, then a little bo pops up at the top under the status update and whatnot, telling me of new posts and once that gthes ten new updates or posts, i cannot like, comment nor even look a anything else not to mention the pictures don't even load.
",1
"freezing up daily horrible app
",1
"but there is no option for editing & removing tags.
",1
"takes long to load.
",1
"i'm constantly facing unreasonable load times, as well as constant freezing issues.
",1
"cant update my status, im a constant status updater now people are gonna start thinking i fell of this earth bc everytime i update and hit post it acts like its going too then bam nothing....
",1
"even after the update i still can not see any photos in news feed on my mobile device.
",1
"even if i click on the picture itself it still won't load.
",1
"i will bump it up to 5 stars when they can move it to my sd card!!!
",1
"it just needs something like you get to go offline and just read news feeds
",1
"it keeps force closing the only reason i still have the app is because its just a little faster than the internet
",1
"why does it suddenly stop working for days?
",1
"-pictures don't load when your looking through albums.
",1
"-i can't update my status.
",1
"-i can't comment on posts.
",1
"-network errors.
",1
"-""facebook is not responding""
",1
"pictures never load up
",1
"some time it take lots of tym to run the app......:(
",1
"fix the incredibly long download problems for a better rating.
",1
"photos don't upload and these updates are causing facebook to run slowly.
",1
"news feed won't update, pics won't load, no notifications, etc..... are the stocks down?
",1
"when i try to share images directly from fb to what's app or some other app, its not sharing some time and some time it works fine..
",1
"when it is possible to share images why cant the videos...?
",1
"i cannot share the video to some other apps like whats app, etc.. (when i can share the images to whats app)..
",1
"loading pictures or comments on pictures or posts either never loads or takes forever.
",1
"plus it doent update my changes, evan after refresh.
",1
"and sometimes refresh doesnt even work.
",1
"hey i can'log in properly.
",1
"it's slow, it keeps saying its updating and it won't let me see my news feed, and when i try and look at my friends pics it just says its loading, not to mention it freezes up all the time, i dnt like it ):
",1
"-no delete option like in the earlier version (like swipe and delete : missing)
",1
"-is very very moody, sometimes it is very fast and sometimes a pain.
",1
"-cannot retrieve photo errors have become very common now.
",1
"-no of likes are 98 even if there are 20000 likes.
",1
"only increase my memory
",1
"well it use to be no internet connection problems with my samsung galaxy now its picture problems!
",1
"i can't view pics that i or other people have just uploaded i can see all or some of the older pics including my timeline & profile pics but none of the new ones.
",1
"i also can't see video posts but if i click to on it view i can watch the videos.
",1
"takes forever to load anything....
",1
"i can never upload photos using this app.
",1
"the progress bar is always 0% with no title, and i can't make it go away without restarting my phone.
",1
"tired of it forcing close
",1
"this app takes up way too much memory on my phone.
",1
"keeps force closing all the time
",1
"slow to load n forces close htc hero, great if u run orig.
",1
"i told you that a dozen times already but thanks for the constant popup notification that can't be disabled ever.
",1
"still no sd card option.
",1
"takes up way too much space.
",1
"feed is delayed...
",1
"stupid app keep refreshing
",1
"force closes constantly, will not let me view comments.
",1
"my app has not worked right, the way i comment on anything/everything has been down graded and is not user friendly.
",1
"my phone is fritzing out since the upgrade.
",1
"i've always used facebook movie mobile, but lately i've been having problems with my timeline not refreshing with the current update.
",1
"it always reads ""network error."" this also has affected applications that i have connected to facebook.
",1
"when i open a picture in this app, it irritates me by opening previously opened picture ...
",1
"this app is so slow will not add my pics most of the time and crashes my phone alot i uninstall and re install allot but the next time i uninstall thats it not getting back on if i could i would give 0 stars
",1
"constantly force closes.
",1
"freezes, won't let me check in anywhere
",1
"my status won't ever upload and i can't tag any one....
",1
"it should have multi tabs ...
",1
"won't load anything when connected to wifi then it started not loading anything at all.
",1
"it's so painful when login facebook now.....
",1
"loading everything is so slooooooow.
",1
"this application was great before the last update, when i open a pic it opens a different pic.
",1
"since the last update i cant post any status...
",1
"for me to be able to post a status, i need to open a browser..
",1
"i use my phone almost  exclusivly to log into fb and not being able to delete or edit comments is unacceptable
",1
"doesnt load pictures.
",1
"keeps on force closing!!
",1
"always force closes when i try to log in to games thru facebook.
",1
"i get a forceclose every other time i open facebook now and it's driving me nuts...
",1
"then when i reopen it, it takes minutes to load everything and the pictures take about 5 minutes longer.
",1
"fix this thing, no network error , the app es near useless
",1
"i can't get any pics in the news feed.
",1
"each update becomes increasingly intrusive into your personal life.
",1
"can't turn off location tracking...
",1
"so sick and tired of getting network error messages when at the same time, facebook web works fine!
",1
"i always have to close the app from my multi-tasking so that the next time i open it, it will hopefully load my newsfeed.
",1
"pictures and new stories load pretty slowly.
",1
"my biggest pet peeve is that i can't ""like""
",1
"things 95% of the time, or it takes five or six taps to register the ""like.""
",1
"notifications frequently take me to something irrelevant.
",1
"this is constantly having problems loading comments.
",1
"i can almost never get them to show on pictures, status updates or anything else.
",1
"has anyone else been having issues with constant force close?
",1
"can't post since last update.
",1
"also, they need to make it so that you can hide posts from certain people like the website does.
",1
"the app is good & all, but some images in my news feed can only be previewed instead of opened.
",1
"occasionally, the app says that the image can't be opened & please try again later.
",1
"move to sd please
",1
"news feed shows no pics...
",1
"the only thing about the newer app i hate is the ""like"" and ""comment"" feature is broken.
",1
"i have installed and  uninstalled this several time to get an up to date time line....
",1
"slow, rarely loads anything - pages, photos, comments - nothing, constantly crashes.
",1
"i can't change my covert photo from my phone,  searching for anything is awful, i have to type , then delete, then retype, then it works.
",1
"loading pics and comments take much longer, i.don't like it.
",1
"serious bug dealing with notifications.
",1
"opening app from a notification after its been running in the background for a while results in endless wait loop.
",1
"never shuts down in the background and has no exit button.
",1
"reinstalled to get the share link back bit the churning following a notification is still awful.
",1
"still has issues with check-ins. :|
",1
"after the latest update, i have not been able to post status updates on the first try, even with strong 4g data or wifi.
",1
"generally speaking, the app seems much slower than previous versions.
",1
"i see ""unable to establish a secure connection"" errors often.
",1
"also it refreshes while i'm trying to read updates in my news feed and seems me to top of news feed page so i have to scroll and search for what i was reading.
",1
"facebook crashes at least three times a day on my galaxy s2.
",1
"i constantly clear data, but it still crashes...
",1
"cant post photos to certain albums, cant delete comments & sometimes when i try uploading photos, they say 'error and photo cannot be uploaded' or somethin :/
",1
"now it won't even load, just keeps saying error.
",1
"doesn't update correctly, freezes a lot.
",1
"needs fixed, doesn't show the comments or when i chose to look at pictures it doesn't load.
",1
"will not load this sucks try again :(""""
",1
"most recent didn't really show most recent feed, it still show top story.
",1
"scrolling lag from time to time.
",1
"slow loading after last update...
",1
"rarely refreshes news feed on the first try.
",1
"only shows up to 98 likes on a photo
",1
"i wish we could save pics from this app
",1
"does everything you would expect, still needs some work on the approvals for privacy confirmation process.
",1
"but the major issue i have is some background task is grinding my phone to a halt.
",1
"i cant delete comments anymore ever since i updated it ..
",1
"pointless to even have on my phone anymore can't even use it like i should be able to..
",1
"the new update has made it so i continually get network error or no internet connection which is just rubbish.
",1
"after updating my system shuts down, i get errors and i can't post anything.
",1
"will not refresh at all on my droid
",1
"far too slow never loads , cant see anything , 'crap' any time i refresh it goes straight onto my actual internet !!!
",1
"keeps crashing, forcing it to close.
",1
"also you carnt view pictures
",1
"yeah so this app ain't bad i use it more than the browser but that's gonna change, i was wondering why my phone memory was all gone so i decided to uninstall the updates now i got a load more memory, so until you can save this app to the memory card then i'm not using it.
",1
"won't even let me log in!
",1
"for some reason i cannot update my facebook status, leave comments, like things or perform any action on the mobile device that actually works.
",1
"keeps losing conection, therefore uninstalling updates
",1
"on my nexus seven tablet, nothing loads.
",1
"i simply get a network error message.
",1
"dear facebook,  please stop prompting me to add friends every friggin time i open your app.
",1
"it worked perfectly fine for me until yesturday when i was on my laptop and changed my password, it logged me off my phone so i logged in with the new password and it kept saying error.
",1
"can't remove comments anymore.
",1
"once more will ask me this app to find friends from phone contacts list i will remove it i swear.
",1
"i gave it 4 due to works and really gd but needs to be less i have it at 33.12 so slow then and i want it to get below then 20
",1
"keeps playing up freezing lots of force close coming up come on fb sort it out i use it everyday and everyday i have problems
",1
"been having issues with newsfeed refresh prior to that.
",1
"now it tells me i have a single sign-on error, which even the great google search has not given me any clues on how to fix.
",1
"it will sign in, but won't sync anything and won't post anything so it's basically useless for my purposes.
",1
"so u have to ask me if i want to use my contacts to find friends multiple times a day.
",1
"can't type two words without the thing crashing...
",1
"the only complaint i have is that it has problems loading pics.
",1
"it's slow to load (probably because it's searching my 'phone for stuff) .
",1
"wants access to my 'photos, contacts, their birthdays and so much more!!!
",1
"i cant share my location :/:=
",1
"come on , facebook, every other app on my phone has functioning notifications, why can't you mange to get it right?
",1
"wow my facebook use to be so slow it is so much faster and hasnt frozen yet.
",1
"the recent update has blank pages now.
",1
"i cant see any pictures on my app.
",1
"the app runs extremely slow and sometimes not at all on the mobile network.
",1
"pictures wont load and neither will contents.works fine threw wi-fi.
",1
"the problem is it is constantly syncing and that drains battery  uninstall for an hour and you will notice huge increase in battery life
",1
"it kicks me out once a day and drains my battery completely.
",1
"my facebook is even slower than it already was before.
",1
"it forced me to update which should be our choice.
",1
"plz can i save pic, and iportent can i dalete comt from my pic and stetes....
",1
"vryy sloww and too heavy..
",1
"almst occupy my whole system memory...
",1
"after auto correct got a word wrong i went back to change it, then the app froze.
",1
"however, recently i have found myself waiting for an eternity to get anything to load properly if it even does.
",1
"well i have top of the range phone,  fastest internet in the uk and this app fails constantly, how can a company this large not create a working application is beyond me,  slow, pictures and comments regularly fail to load, constant network errors and to top it off facebook fail to respond to these issues...
",1
"when trying to watch a youtube video through fb, the option to watch through the youtube app is gone.
",1
"you're automatically taken to the mobile youtube site where it says the video cannot be played.
",1
"pretty frustrating, since it happens every single time i try to watch a posted youtube video.
",1
"pics on the status update page dont load...
",1
"this app is so slow.
",1
"why don't i have the same options i do on the facebook website?
",1
"why can't i remove posts from people on the app?
",1
"why can i hide stories or pictures?
",1
"and lastly it's very slow loading and sometimes doesn't load at all.
",1
"the update said ""faster viewing of photos"" and now i can't see any pics at all, not even profile pics!
",1
"wont let me upload pictures and only notify's me sometimes?
",1
"slow, forces close all the time and notifications don't clear from home screen on the phone even when logging off and on again.
",1
"takes lot of time to load.
",1
"can't copy text, save puctures, or change my cover picture
",1
"signal is good but app says not.
",1
"no access to pages.
",1
"can't find them (used to find with friends ) or follow comments any longer.
",1
"afterwards, photos are just gray squares and they don't always load when clicked on.
",1
"now with the newest update, i was hoping the problems would be fixed, but instead the pictures won't load at all.
",1
"all sharing options do not work
",1
"the worst thing fr such a top developer, so slowwwwswwwwwwwwww
",1
"ever since the latest update i have not been able to view photos on the app.
",1
"it will not let me change my cover photo fix this 5 stars
",1
"the describtion for pictures shows only three lines.
",1
"very slow loading
",1
"loading...loading...loading all the time.
",1
"slow down my whole phone.
",1
"i keep getting the ""error posting comment""
",1
"message in facebook for android (latest version) whenever i try to reply to something from a notification; also, whenever i get this error, whatever i had typed in, disappears.
",1
"absolute friggin joke constantly forcing close and constant network error!
",1
"so frustrating that i cannot see any photos or links now!!!
",1
"lately i'm constantly getting network error for no reason and constantly error trying to send pics in message
",1
"i have tried about twenty times to get on my fb and it say connection lost when i have five bars.
",1
"hangs on updating
",1
"i cant post my status updates..
",1
"this was a good app but now it will not show some posts or it will arrange them in any order that it wants i.e. first post will be from 2 weeks ago, the next post will be from a month ago, then the next from today.
",1
"horrible tos for privacy/app permissions.
",1
"you *do not* need my private text msgs, my photos, my entire contact list and address book to make this app successful.
",1
"i'm not able to update.
",1
"last update i can't search for friends and won't load profiles or photos please fix
",1
"takes forever to load and most of the time doesn't load at all.
",1
"too much crap appearing in my newsfeed.
",1
"stupid network error, htc one 4.1
",1
"and on this galaxy note 10.1 tablet from samsung nothing loads !, all i get is network errors even after i tether from my phone , so bulls**t its my network .
",1
"images take forever to load, if at all.
",1
"likes and comments don't show up as quickly as they used to.
",1
"i have my newsfeed set to most recent news and it keeps reverting back to top stories.
",1
"the newsfeed takes forever tp.load, and sometimes doesn't load.
",1
"katana always forces close.
",1
"just get the loading circle forever and ever.
",1
"it was always a bit slow and lagging but now i cant load any content or photos at all, no matter how many times i force close or restart my 3g.
",1
"my normally super fast experia x8 now goes at quarter speed since installing this app.
",1
"i don't even start the app and its running in the background
",1
"i can't change the cover pic :'(
",1
"suddenly i can't open messages, i can't see photos, it's sssllllowww...
",1
"large app with no option to install on the sd card.
",1
"if this app becomes much slower, it may very well only work in reverse...
",1
"last update has made the app not load pics or graphics until several seconds, sometimes minutes, and very often not at all.
",1
"half the time when i use facebook it says network error and won't load, when i have perfect 4g signal.
",1
"i have to force close and try many different times for facebook to even load.
",1
"i can't change my cover photo, i deleted my most recent cover photo and can't find a way to upload a new one on my android for my profile, there is no mini camera in the corner of the cover photo box and i can't change it if i go to my cover photo album either.
",1
"many times hang or stops working......
",1
"it freezes, goes blank, and constantly refreshes.
",1
"everything looks nice but when i use the most recent timeline it gives me posts form three weeks ago as most current.
",1
"pictures and comments load when they feel like it.
",1
"eats all the data and storage to my phone please fix this!!!
",1
"lately, every time i go into the app it prompts me to ""find friends"" (go through all of the contacts on my phone).
",1
"sarch is not work propar
",1
"takes a lot of internal memory....
",1
"since the latest update, absolutely no photos have been loading!
",1
"if i select a grey photo placeholder, photo still doesn't load.
",1
"it won't let me change my cover photo, it doesn't posts the pictures i post, it doesn't send messages, and when i try to see when people commented on statuses that i also commented on it takes me to my profile
",1
"app is very sluggish and will not load news feed, pictures, and hardly anything else.
",1
"now that all of this garbage has been added, like ads, and a bunch of other junk, it sucks.
",1
"new update always network error !
",1
"won't work on wifi.
",1
"when updating, it's very slow.
",1
"the other times, it just won't load to update.
",1
"issue onlynhappens on wifi.
",1
"nothing to do with internet connection as it's fine checking facebook through the web.
",1
"i get an error posting comments....
",1
"news feed updates have  gotten miserably slow.
",1
"i'm unable to open up my events page (won't connect).
",1
"takes long to open any comments about status updates, as well as, adding a comment myself.
",1
"installed and installed still works at a snails pace.
",1
"this app sucks monkey balls can't post comments,can't do anything without it force closing!
",1
"when liking statuses automatically unlikes please fix.
",1
"i can't even open the app it's been force closing 20 minutes now!
",1
"i love how while writing something or looking at pictures it will force close !
",1
"pictures wont load!
",1
"keeps getting network error!
",1
"it takes forever too load.
",1
"i find i am signing into fb using my browser because more than 2/3 of my feeds aren't showing up on my app???
",1
"the app also runs extremely slow compared to the browser.
",1
"bt still needs an improvement in loading the pics....
",1
"cant see pictures no more its all just gray .-.
",1
"the texts were too small for my 10.1 tablet.
",1
"needed an improvement on ui for larger screens
",1
"cannkt upload your cover pictures unless you go on your pc or mac to change it sometimes opening pictures do no work
",1
"doesn't matter if its wifi or 4g, takes forever for anything to load, if it loads at all!
",1
"pictures stay blank, can't get comment boxes to work properly, ....
",1
"groups not opening properly it keeps on saying connection lost...
",1
"and we need push notifications for messages as well without messenger ...
",1
"now this piece of garbage app won't even load.
",1
"since up date does force closures or shuts down.
",1
"i am now having old posts come back and no new posts!
",1
"and i have to fight to get my new posts!
",1
"takes long time to load any image.
",1
"crashes several times.
",1
"pictures do not load, it takes more patience than it should to post & it needs more features to be worth not just using your browser version
",1
"it's good and all, but the notifications come in late like someone posts something and then 3 minutes later i get it...
",1
"and sometimes the only way to get the notifications is by restarting the app...
",1
"would be better if it could be moved to sd card!
",1
"speed of new feed update is slow, it does't have share to private messenger
",1
"now i can't delete comments....
",1
"this latest update sux, everything is slow or doesn't work it is always forced to close everything you click on doesn't work or you have to push it 20 times .....
",1
"works great but requires lots of ram.
",1
"i want to update news and feed but its dont do it its write me that its updating and dont do anything!!!!
",1
"it freezes all the time, never lives up to promises and because of the pervasiveness of fb, we are just stuck with crap.
",1
"i give 2 stars for the times i get bored before the app freezes.
",1
"my location doesnt post in my status when i update it !
",1
"it has very slow loading when i get on the app.
",1
"games cannot link with facebook .
",1
"app crashes and i can't edit my cover photo anymore
",1
"the more updates i download, the more crappy this app becomes, why cant i see pictures, for that it deserves no stars at all, sick and tired of this.
",1
"one is that it doesn't load the comments made on posts and if it does at all it takes extremely long.
",1
"when u upload photos they say they are uploaded but it j6st has the comment with the pictures and thahhh pics not there #i'm sorry cause i loved it and honestly its garbage ???
",1
"please fix the messages it says updating on the top and its updating but it doesn't end  make it faster  i get my messages about 10 minutes after i get the message
",1
"it keeps force closing like e very session.
",1
"and the new refresh feed is crap js
",1
"runs fine for a little while then, just forcecloses or freezes up.
",1
"stop trying to force me to download instagram when i touch an image.
",1
"y cant i change my cover page?
",1
"since i updated awhile ago its turned to crap always freezes and never loads.
",1
"this apps good but when i open any comment and after back then it is close...
",1
"terrible that you can 't even do something like upload a picture to replace your current display pic...
",1
"worked fine till the update and now its just slow, cant post status and pics.
",1
"last update sucks all time crushing.
",1
"half the time it don't update and then it crashes or it does not load right, has be one a pain in the butt
",1
"i can't upload pics, it keeps closing out, n not everything works like status updating, n other things...
",1
"slow to update.
",1
"will not load pictures on mobile app.
",1
"need ability get to edit or delete comments.
",1
"unable to update.
",1
"i can't see any post pic.s...
",1
"loads slow and it won't show pics! :(
",1
"since the last update, the app constantly closes its self.
",1
"can't change my cover pic.
",1
"occupies a lot of space.
",1
"can't delete comments.
",1
"since download of the updated version, shuts down, can't see pictures friends post, can't share pictures.
",1
"i can't update my status.. -_-""
",1
"with the last update, the speed of pictures being visible has not been improved.
",1
"i am able to read text but i can no longer see pictures.
",1
"recent update has constantly force closed on me..
",1
"it continues to say facebook's not responding ....
",1
"all i get is a black screen and i let it load for 5 minutes.
",1
"keeps hanging when downloading pictures!
",1
"i can't like, comment and tag people after i had viewed people photos...
",1
"it will be more perfect if it is.able to save pic to phone.
",1
"there are issues with the photo viewer...
",1
"pictures are not coming up.
",1
"force close
",1
"facebook now routinely keeps showing old posts that i have made at the top of the news feed, even when most recent is selected, its been happening for the past couple of weeks.
",1
"additionally, it is still not optimised for tablets and displays huge images, pages look awful.
",1
"furthermore, it takes so long to load or update.
",1
"i love my fb but the android app seems to slow down my device and use a lot of memory...
",1
"so much problems and also my notefications keep screwing up and idont even get some chat inboxes back irene wasnt like that before until this update
",1
"image loading takes lots of time or even doest show afterall my net speed is 2mbps.
",1
"please downgrayddd and upgrayddd once we can all post statuses, wall pics, check-ins and finally stop the app from interrupting my conversations elsewhere in app world with a facebook crash notification every thirty seconds to five minutes to ten seconds to one minute, etc. grrrrr
",1
"well, i had moved it up to 3 stars but i'm taking back to 1 because pics never load...
",1
"it's basically good to use for uploading pics.
",1
"after upgrading on my phone, when i try to get in to fb all i get is a ""network error""!
",1
"get rid of that stupid find friends craps.
",1
"every single time i open facebook it prompts me to ""find friends""
",1
"if i say dont sync contacts and not now, it means i dont want to find any friends!
",1
"i cant update status after the app have been updated
",1
"with the latest update, photos don't load.
",1
"everytime theres a new update, it gets slower then ever.
",1
"not sure what happened lately but i can't update stat and it interferes with my mobile network.
",1
"when ya click on one pic on the news feed it goes 2 a different one its.
",1
"i had to uninstall all of the updates and go back to basic facebook since after the last update every time i make a call it causes my phone to go into silent mode...
",1
"the bug about updating status is related to siii app.
",1
"comments dont load, almost impossible to like comments and cant search.
",1
"now it freezes and then it tells me to force close.
",1
"now its slow and its always freezing up.
",1
"after last updated, this app unable to load pictures?
",1
"its nice to have it but its too slow
",1
"always crash and the file is too big.
",1
"every time i want to post a new status this fb app says i have to check my connection and try again even when i have full signal bars..
",1
"also check in feature doesnt allow me to add any places, i have to chose whats on the screen..
",1
"can't update my status
",1
"i love fb but i hate that i cant send it to the sd the memory device is almost full.
",1
"if i easy able to see pictures i wouldn't.
",1
"slower and no longer to open pictures.
",1
"slow, pages wont load shows white screen.
",1
"forcloses all the time.
",1
"weird how i can just go online to my fb page but the app won't pull it up at all
",1
"the next day won't load ....
",1
"this won't even connect!!!
",1
"really slow to load and if it does finally load, it says ""network error""
",1
"ever since i updated i can't log on to the app anymore ...
",1
"plus its telling me something is wrong with my sever and there not
",1
"i'll give you 5 star if it install in sd card it's 31 mb and my telephone doesn't have area enough
",1
"i really wish it could move a little faster but at the end of the day i still love facebook!
",1
"needs to be revamped and sped up but otherwise good
",1
"it always says loading when i turn the app on but nothing pops up and with wifi may i add.
",1
"force close all the friggin time!
",1
"cant see most friends pics, wtf!!!
",1
"doesn't load photos in news feed at all.
",1
"not getting notificatoions through on time.
",1
"its super slow or it just won't open.
",1
"trouble loading pics..
",1
"force closes all the time, and why can't i ever upload any pictures with this piece of garbage? - desire hd
",1
"evrtym i clik on d pics, it just force closes!!!
",1
"takes up way to much room on my phone and i can't move it to sd card.
",1
"also push notifications for messages!!!!
",1
"i cannot change my cover photo fix it now
",1
"having problem with showing coments on pics, it couldn't load any profile or pages further apart from first visit
",1
"worked great until i updated, now it randomly doesn't load pics,  takes forever to upload pics, & idk what is going on with it but many times when i get on, it will look like everything is working until i click on a like & it will add it but less than a second later remove it.
",1
"i have to click several times until it sticks & if i've liked the status before it, the screen suddenly skips back to it while removing its like.
",1
"need to fix sync bug doesnt sync a single contact, crashes all the time, uninstalled.
",1
"very very very bad version do not work correctly and do not open chat its very bad
",1
"constantly freezing.
",1
"doesn't refresh and no option to edit previous posts.
",1
"since the update, constant network errors.
",1
"i gave it 2 stars cuz it loaded.
",1
"it sux dont work good takes for ever to upload a pic..
",1
"i can no longer check in, post a photo or status.
",1
"can only like things and comment on an existing status.
",1
"i can put certain pictures in certain albums anymore -.-
",1
"force close error!!
",1
"it's shows only 30 notifications and try to store it on sd card it cover upto 26mb...!
",1
"i'm using an older version now that at least loads
",1
"how do you put something as your cover photo, and how do you delete your comments ?
",1
"it just stops uploading and i have to restart my phone
",1
